,actual,fitted,resid
2017-03,-2.7978105881762083,-0.9609694703033534,-1.8368411178728548
2017-04,-0.9373011027008715,-0.07708513311195579,-0.8602159695889158
2017-05,0.41349524028637674,-0.5776712944248792,0.9911665347112559
2017-06,0.10473314149690438,-0.5686999844044938,0.6734331259013981
2017-07,-0.6077695864499688,-0.7458327064049604,0.13806311995499154
2017-08,-0.43905396158194776,0.1179075286977039,-0.5569614902796517
2017-09,2.120955010426684,0.6783292540543776,1.4426257563723062
2017-10,-0.8152486578429041,0.49831559704842115,-1.3135642548913253
2017-11,-0.44487515808775413,-0.43183366254263034,-0.013041495545123793
2017-12,-0.9156138807811409,0.24176274872738088,-1.1573766295085217
2018-01,-0.44720828728701534,-1.0822489426121216,0.6350406553251062
2018-02,2.4716279012875653,0.9883468623889982,1.483281038898567
2018-03,0.0,-0.0240585595400451,0.0240585595400451
2018-04,2.251025728951639,1.11575128270584,1.1352744462457989
2018-05,1.0965545629351148,1.5607609827348699,-0.4642064197997551
2018-06,1.580557286399209,0.9185008070304332,0.6620564793687758
2018-07,0.11312424801905863,0.10903433662762335,0.004089911391435275
2018-08,3.509941886908585,0.6676515965276484,2.842290290380937
2018-09,2.0822266830538005,0.4728378152593672,1.6093888677944332
2018-10,2.0008178810547506,1.6418394118432995,0.35897846921145105
2018-11,-6.092645561328425,0.09468094425496296,-6.187326505583387
2018-12,0.26909726625445884,-0.06235073296647836,0.3314479992209372
2019-01,1.8655026915067374,-0.1992275748352852,2.0647302663420226
2019-02,-0.47944814397453683,0.3063226570788674,-0.7857708010534042
2019-03,-2.2821158266899566,-0.17988330587521062,-2.102232520814746
2019-04,0.5875792200987107,0.0972326507425243,0.49034656935618637
2019-05,0.20279525354638395,0.5228675334235597,-0.3200722798771758
2019-06,-0.9659473195814172,-0.5152319410625981,-0.45071537851881915
2019-07,-0.3301230982355463,0.6071472882702893,-0.9372703865058356
2019-08,3.7164149965598803,1.1425961957431192,2.573818800816761
2019-09,-0.7555958562142528,0.13994151193643758,-0.8955373681506904
2019-10,0.08462922328860145,-0.5167316375000084,0.6013608607886098
2019-11,1.135539485884074,0.29707303530182927,0.8384664505822447
2019-12,-0.5012716945553386,-0.44131907020625394,-0.05995262434908466
2020-01,-0.036852463752090614,0.5888954588865292,-0.6257479226386198
2020-02,1.1479355312313366,0.7078105888576941,0.4401249423736425
2020-03,4.5583674621942905,3.3358474332535666,1.2225200289407239
2020-04,-0.5874853015573223,0.45282414377105534,-1.0403094453283777
2020-05,0.6867179109175225,0.027178917314613804,0.6595389936029088
2020-06,-0.14398564748789866,-0.199318883094898,0.05533323560699935
2020-07,-0.9262898086193516,-0.6549050688551163,-0.27138473976423527
2020-08,-1.6068255367317263,-0.821944777134911,-0.7848807595968154
2020-09,0.1950012729162509,0.6527645111007241,-0.4577632381844732
2020-10,0.46837352832298507,-0.24777823401088347,0.7161517623338686
2020-11,-0.09449882579701807,-1.4404870100837528,1.3459881842867347
2020-12,-1.3256031778681177,-1.2904120108815307,-0.035191166986586975
2021-01,-0.1523091841556301,0.2737528510046403,-0.4260620351602704
2021-02,0.6982738242849784,0.2066983177136244,0.491575506571354
2021-03,-0.4809751558765285,0.33845498620269604,-0.8194301420792245
2021-04,1.324747634481227,-0.0838124841146135,1.4085601185958405
2021-05,-2.0075315054189247,-0.06708979227001655,-1.9404417131489082
2021-06,2.3360616098017317,0.640386106829909,1.6956755029718227
2021-07,0.11590010763011804,0.43910386185229,-0.32320375422217196
2021-08,-1.914539043958019,0.18867730200585167,-2.1032163459638706
2021-09,1.6741185759700628,0.34134713265607924,1.3327714433139835
2021-10,0.8566520305643976,0.32936848889157755,0.5272835416728201
2021-11,0.388147604668454,0.928429184464683,-0.540281579796229
2021-12,-1.1119385873822552,0.454355428901628,-1.5662940162838832
2022-01,0.3826535281367782,0.7861160805158984,-0.4034625523791202
2022-02,0.9602314303442938,0.7408836953143667,0.2193477350299271
2022-03,0.587183340873132,0.9974733621493675,-0.4102900212762356
2022-04,0.8491780362567702,1.8170582828838635,-0.9678802466270933
2022-05,1.5642559496599873,0.40667490940861273,1.1575810402513746
2022-06,1.7049132714467063,1.8012728960541402,-0.09635962460743386
2022-07,0.37449179991071446,0.49188191117419977,-0.11739011126348531
2022-08,0.2409141787456548,0.018058447958233192,0.2228557307874216
2022-09,2.3492332094196655,1.3931573828039265,0.956075826615739
2022-10,1.750080307892521,0.36658809748587035,1.3834922104066505
2022-11,-1.6519094840170112,-1.2221326077101482,-0.429776876306863
2022-12,1.5914938224403485,-0.3851514264144002,1.9766452488547488
2023-01,-0.9853182009690542,-0.0291954739478143,-0.9561227270212399
2023-02,0.9067232330466801,0.9995524160517879,-0.09282918300510778
2023-03,-0.5914395245016024,-0.3190477580478796,-0.2723917664537228
2023-04,-0.426790880434158,0.08503760804403807,-0.5118284884781961
2023-05,1.087759874627281,0.15197953281720905,0.9357803418100719
2023-06,-0.8345140757318958,-0.8719551520706957,0.037441076338799895
2023-07,0.2602655981988278,-0.7517310335900702,1.011996631788898
2023-08,0.6437296373405843,0.7296195774988574,-0.08588994015827311
2023-09,0.3075533858003965,1.0431524346575616,-0.7355990488571651
2023-10,0.25857676995020284,0.9380343834918327,-0.6794576135416298
2023-11,0.16801684120562044,-0.9879250546030793,1.1559418958086998
2023-12,-0.22208226167981238,-1.2867855709794433,1.064703309299631
2024-01,-0.20306627321202697,0.9398656634384699,-1.1429319366504969
2024-02,-0.1535356271602062,0.09544990431993072,-0.2489855314801369
2024-03,0.5891158980402267,-0.4141462112322725,1.0032621092724991
2024-04,0.03895950598282738,1.0385234455286718,-0.9995639395458444
2024-05,0.03451143585051497,0.22363554902211707,-0.1891241131716021
2024-06,-0.08833949307627265,0.33236819580733334,-0.420707688883606
2024-07,0.4023490517488959,-0.4759497472548493,0.8782987990037452
2024-08,0.1714810857284199,-0.3771520236764598,0.5486331094048797
2024-09,-0.08337682571601945,-1.1720358348908557,1.0886590091748363
2024-10,0.3364210815119506,2.464059731445961,-2.1276386499340103
2024-11,0.4850041718186482,1.037677707789765,-0.5526735359711168
2024-12,1.3124140469668255,0.6687321580248267,0.6436818889419988
2025-01,1.1699951550964371,1.04958081197678,0.12041434311965715
2025-02,1.0294775255175637,0.544605045707635,0.48487247980992865
2025-03,-2.370395706340389,-0.5184066149950561,-1.851989091345333
2025-04,-1.138532222512545,-0.5436569397570123,-0.5948752827555326
2025-05,1.2774440323571667,-0.31148543975918674,1.5889294721163534
2025-06,0.19984388016567323,-0.2512942622755905,0.4511381424412637
2025-07,2.1315757802330637,1.0000964025901893,1.1314793776428744
2025-08,0.6897391090929794,0.1345129880354014,0.555226121057578
2025-09,0.6582126884153716,0.42954299885573305,0.22866968955963857
2025-10,-0.018359856619376558,0.21131921123464864,-0.2296790678540252
2025-11,0.7673320531437433,0.17388677999463178,0.5934452731491116
2025-12,0.46840425880025904,0.39659827607472614,0.0718059827255329
